,dm_t_prime,dm_t_prime,dm_t_prime
,mean,min,max
decade,,,
1950,4.9051936168309895,3.814908849921537,5.982918680997142
1955,5.017897996481847,3.8220369738382307,6.105443566204202
1960,5.973077856197482,5.571256416148598,6.3615335788653775
1965,5.788434446587466,5.500621074325933,6.204852868931765
1970,5.097400726426234,3.5935764287248166,6.035513864006986
